Domain;URL;Status;Source;Rank;Updated at;Confidence;LLM Reasoning;Case Management Status
gg8866.cc;https://gg8866.cc/;Review needed;Variant (gg8863.net);;2026-09-07T01:51:25.176933Z;30;Screenshot: The website content is unavailable due to geo-restrictions, requiring a VPN or proxy to access.. Screenshot: The page shows options for accessing servers in different countries, indicating the primary use of the site is to bypass geo-restrictions rather than facilitating online gambling.;
gg8866.top;https://gg8866.top/;Not gambling;Variant (gg8863.net);;2026-09-07T01:51:33.292679Z;95;Screenshot: The website provides options for public server access through VPN, proxy, or tunnel, indicating it is focused on providing secure internet access rather than online gambling.. Screenshot: The website offers server locations in Brazil, Singapore, Dubai, and Vietnam, which are typically used for VPN services to access geo-restricted content, not for placing bets or playing games.. Screenshot: There are no visible betting slips, deposit options, or 'play now' buttons that are typical indicators of online gambling platforms.. Screenshot: The primary text 'TRUY CẬP CÔNG QUồC TẾ' translates to 'INTERNATIONAL ACCESS' in Vietnamese, suggesting the site's purpose is to facilitate international access to the internet, not to offer gambling services.;
www.login.ru41.com;https://www.login.ru41.com/;Review needed;Variant (www.ru41.com);;2026-09-07T01:51:45.080828Z;10;Screenshot: The page displays a 502 Bad Gateway error, indicating the content is unavailable and thus the decision is limited.;
gg8832.top;https://gg8832.top/;Illegal gambling;Variant (gg8835.com);;2026-09-07T01:51:51.322014Z;90;Screenshot: The website features a login page with fields for username, password, and phone number, which are typical indicators of an online gambling platform.. Screenshot: The presence of a prominent 'Đăng Ký' (Register) button suggests the ability to create an account, which is common in online gambling sites.. Screenshot: The text 'Đôi Tác Chính Thức' (Official Partner) with Juventus FC & KJC indicates a partnership with a well-known sports entity, often associated with betting platforms.. Screenshot: The requirement to be over 18 years old and agree to terms and conditions is a standard practice for online gambling sites to ensure legal compliance.;Illegal gambling
gg835.com;https://gg835.com/;Review needed;Variant (gg8835.com);;2026-09-07T01:52:06.084286Z;20;Screenshot: The website displays a 'Connection timed out' error, indicating that the content is unavailable and the decision is limited.;
gg8825.com;https://gg8825.com/;Review needed;Variant (gg8835.com);;2026-09-07T01:52:12.452672Z;10;Screenshot: The content is unavailable due to a Cloudflare block, limiting the decision.;
gg8832.vip;https://gg8832.vip/;Review needed;Variant (gg8835.com);;2026-09-07T01:52:18.525702Z;30;Screenshot: The website content is unavailable due to geo-restrictions, requiring a VPN or proxy to access.. Screenshot: The page does not contain any actionable betting or gambling UI elements such as 'place bet', betting slip, 'deposit', 'cashier', or 'play now'.;
www.gg847.bet;https://www.gg847.bet/;Illegal gambling;Variant (gg847.bet);;2026-09-07T01:52:26.857033Z;95;Screenshot: The website features a prominent 'Live Bets' tab, indicating real-time betting options.. Screenshot: The 'Bets' and 'Casino' tabs suggest the ability to place bets and play casino games.. Screenshot: The presence of a 'Cashier' button typically used for depositing or withdrawing money in online gambling platforms.. Screenshot: The 'Play Now' button on various game icons invites users to engage in gambling activities immediately.. Screenshot: The 'Bonuses' and 'Promotions' sections often provide incentives related to betting or playing games.;Illegal gambling
m.gg8839.net;https://m.gg8839.net/;Review needed;Variant (gg8839.net);;2026-09-07T01:52:40.672347Z;30;Screenshot: The website contains gambling-related content such as references to 'Địa Chỉ Nhà Cái Mới Nhất' and promotional offers, indicating it is about gambling.. Screenshot: The website lacks direct online gambling functionalities like betting slips, deposit options, or 'play now' buttons, suggesting it does not allow online gambling.;
gg.8839.net;https://gg.8839.net/;Review needed;Variant (gg8839.net);;2026-09-07T01:52:51.934034Z;10;URL: The website displays a 502 Bad Gateway error, indicating content is unavailable and the decision is limited.;
mobile.gg8839.net;https://mobile.gg8839.net/;Review needed;Variant (gg8839.net);;2026-09-07T01:52:58.091390Z;30;Screenshot: The website contains references to gambling such as 'Nhà Cái Mới Nhất' and 'Nền Tảng Cá Cược Đáng Trải', indicating it is related to gambling.. Screenshot: The website lacks direct betting or gambling actions such as 'place bet', betting slip, 'deposit', 'cashier', or 'play now' buttons, suggesting it does not allow online gambling.;
gg850.top;https://gg850.top/;Not gambling;Variant (gg847.bet);;2026-09-07T01:53:09.848816Z;95;Screenshot: The website features a login page with fields for entering a phone number and password, indicating it is likely a data management system.. Screenshot: There are no visible indicators of online gambling such as betting options, betting slips, or deposit buttons.. Screenshot: The site appears to be a data management system, which is unrelated to online gambling activities.;
support.gg8839.net;https://support.gg8839.net/;Review needed;Variant (gg8839.net);;2026-09-07T01:53:19.356681Z;30;Screenshot: The website contains references to gambling-related terms such as 'Nhà Cái Mới Nhất' and 'Nền Tảng Cá Cược Đáng Trải', indicating it is related to gambling.. Screenshot: The website lacks direct actionable betting or gambling features like 'place bet', betting slip, 'deposit', 'cashier', or 'play now' buttons, suggesting it does not allow online gambling.. Screenshot: The website appears to be informational or an affiliate site, providing links and information about gambling platforms rather than facilitating direct gambling activities.;
aff.gg850.top;https://aff.gg850.top/;Not gambling;Redirect (gg850.top);;2026-09-07T01:53:19.359994Z;95;Screenshot: The website features a login page with fields for entering a phone number and password, indicating it is likely a data management system.. Screenshot: There are no visible indicators of online gambling such as betting options, betting slips, or deposit buttons.. Screenshot: The site appears to be a data management system, which is unrelated to online gambling activities.;
gg8836.online;https://gg8836.online/;Illegal gambling;Variant (gg8839.net);;2026-09-07T01:53:32.257019Z;95;Screenshot: The website features a prominent 'Casino' section with images of gambling activities, indicating online gambling services.. Screenshot: The presence of various betting options and bonuses, such as 'LC88 +188K', 'KKWIN +150K', and '19BET +150K', suggests the site offers gambling promotions.. Screenshot: The text 'LINK TRUY CẬP TỐT NHẤT' (Best Access Link) implies the site provides direct access to gambling platforms.. Screenshot: The pop-up advertisement with a large '8000' and promotional content indicates a gambling bonus or reward system.;Illegal gambling
www.harrisgeospatial.oc.ru;https://www.harrisgeospatial.oc.ru/;Review needed;Variant (www.harrisgeospatial.co.uk);;2026-09-07T01:53:46.696746Z;10;URL: The requested URL was not found on this server, indicating the content is unavailable and therefore the decision is limited.;
www.harrisgeospatial.vo.club;https://www.harrisgeospatial.vo.club/;Review needed;Variant (www.harrisgeospatial.co.uk);;2026-09-07T01:53:52.864133Z;10;Screenshot: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and thus the decision is limited.;
www.harrisgeospatial.xo.hu;https://www.harrisgeospatial.xo.hu/;Review needed;Variant (www.harrisgeospatial.co.uk);;2026-09-07T01:53:59.107597Z;10;URL: The URL returns a 'ResourceNotFound' error, indicating the page does not exist and content is unavailable.. Screenshot: The screenshot shows a blank page, confirming the content is unavailable for review.;
www.harrisgeospatial.oc.uk;https://www.harrisgeospatial.oc.uk/;Review needed;Variant (www.harrisgeospatial.co.uk);;2026-09-07T01:54:05.899879Z;10;Screenshot: The website displays a 404 error message indicating 'NOT_FOUND', which means the content is unavailable and the decision is limited.;
account.gg8840.net;https://account.gg8840.net/;Review needed;Variant (gg8840.net);;2026-09-07T01:54:12.276500Z;30;URL: The URL contains 'account' which suggests a login page for a gambling-related site.. Screenshot: The text 'Địa Chỉ Nhà Cái Mới Nhất +888K Trải' translates to 'Newest Gambling Site Address +888K Share', indicating gambling-related content.. Screenshot: The presence of multiple betting site names and promotional offers (e.g., 'i9bet +150K', 'GOOD88 +199K') suggests an affiliation with online gambling.. Screenshot: The lack of direct betting or deposit buttons indicates that this site does not facilitate online gambling but rather provides information or affiliate links.;
www.ru14.top;https://www.ru14.top/;Review needed;Variant (www.ru4.bet);;2026-09-07T01:54:26.283574Z;10;URL: The website returns a 502 Bad Gateway error, indicating content is unavailable and the decision is limited.;
login.gg8840.net;https://login.gg8840.net/;Illegal gambling;Variant (gg8840.net);;2026-09-07T01:54:32.437301Z;95;Screenshot: The website prominently displays a login section, which is commonly associated with online gambling platforms.. Screenshot: The URL contains the term 'gg8840', which is often linked to online gambling sites.. Screenshot: The website features promotional offers and bonuses, which are typical indicators of online gambling platforms.. Screenshot: The text and interface elements are in Vietnamese, suggesting the site caters to a specific regional audience, which is consistent with the primary language classification.;Illegal gambling
www.ru2.cc;https://www.ru2.cc/;Review needed;Variant (www.ru4.bet);;2026-09-07T01:54:44.922402Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and thus the decision is limited.;
secure.gg8840.net;https://secure.gg8840.net/;Review needed;Variant (gg8840.net);;2026-09-07T01:54:51.179132Z;30;Screenshot: The website contains references to gambling such as 'Nhà Cái Mới Nhất' and 'Nền Tảng Cá Cược Đáng Trải', indicating it is related to gambling.. Screenshot: The website lacks actionable betting or playing indicators such as 'place bet', betting slip, 'deposit', 'cashier', or 'play now', suggesting it does not allow online gambling.;
www.ru3.cc;https://www.ru3.cc/;Not gambling;Variant (www.ru4.bet);;2026-09-07T01:55:03.178058Z;95;Screenshot: The website appears to be a forum or discussion board powered by Discuz! software, which is typically used for community discussions and not for online gambling activities.. Screenshot: There are no visible elements such as betting slips, deposit options, or 'play now' buttons that are indicative of online gambling.. Screenshot: The content and layout suggest it is a platform for users to log in and participate in discussions rather than engage in gambling.. URL: The URL does not contain any keywords related to gambling or betting, further supporting the classification as non-gambling.;
www.ru5.ru;https://www.ru5.ru/;Not gambling;Variant (www.ru4.bet);;2026-09-07T01:55:12.626137Z;95;Screenshot: The website displays a page indicating that the domain is for sale, with no gambling-related content or functionality visible.. Screenshot: There are no betting or gambling-related UI elements such as 'place bet', betting slip, 'deposit', 'cashier', or 'play now' buttons visible.. Screenshot: The website appears to be informational regarding the sale of the domain and lacks any actionable gambling features.;
45k.app;https://45k.app/;Illegal gambling;Variant (35k.app);;2026-09-07T01:55:22.237886Z;90;URL: The URL contains the term '45k.app', which is commonly associated with online betting and gambling platforms.. Screenshot: The text on the screenshot explicitly mentions 'অনলাইন বেটিং' which translates to 'online betting' in English, indicating the website allows online gambling.. Screenshot: The website features promotional content and images that are typical of online gambling sites, such as offers and bonuses related to betting.;Illegal gambling
35k.us;https://35k.us/;Illegal gambling;Variant (35k.app);;2026-09-07T01:55:34.885284Z;95;Screenshot: The website prominently features betting-related content, including references to '2026美加墨世界杯官方投注平台' which translates to '2026 Mexico, the United States, and Canada World Cup Official Betting Platform'.. Screenshot: Multiple sections on the website provide links to various betting platforms such as '开云体育', '华体会', '九游体育', and '爱体育', each with options for downloading associated apps, indicating a focus on sports betting.. Screenshot: The presence of betting odds and promotional offers, such as '彩票体育竞猜2%首存100送500' which translates to 'lottery sports betting 2% first deposit 100 get 500', further supports the classification of the website as allowing online gambling.;Illegal gambling
37k.net;https://37k.net/;Review needed;Variant (35k.app);2793104;2026-09-07T01:55:50.949267Z;10;URL: The page displays an HTTP 404 error, indicating the requested resource is not found, making it unavailable for further classification.;
40k.pro;https://40k.pro/;Illegal gambling;Variant (35k.app);;2026-09-07T01:55:57.264710Z;95;Screenshot: The website prominently features '40k slot trực tuyến, live casino và sportsbook cho Việt Nam', indicating online gambling services.. Screenshot: The site offers live baccarat, roulette, and blackjack, which are typical gambling games.. Screenshot: Payment methods like MoMo, ZaloPay, and VNPay are displayed, suggesting the ability to deposit or withdraw funds, which is common in online gambling platforms.. Screenshot: The presence of buttons like 'Mở tài khoản' (Open Account) and 'Đăng nhập' (Login) indicates user interaction typical of online gambling sites.;Illegal gambling
33k.buzz;https://33k.buzz/;Review needed;Variant (35k.app);3927813;2026-09-07T01:56:11.141775Z;10;Screenshot: The page is a default AlmaLinux test page indicating the HTTP server is working properly, showing no gambling-related content.. Screenshot: The page is informational and meant for website administrators to add content, lacking any actionable bet or play indicators.. Screenshot: The content is purely technical and related to server setup, not promoting or facilitating online gambling.;
37k.app;https://37k.app/;Review needed;Variant (35k.app);;2026-09-07T01:56:19.150351Z;30;Screenshot: The website prominently features images of casinos and gambling establishments, indicating a connection to gambling.. Screenshot: The website lacks any direct options for placing bets, depositing money, or playing games online, suggesting it does not facilitate online gambling.;
m.support.m03.cc;https://m.support.m03.cc/;Review needed;Variant (m.support.k03.cc);;2026-09-07T01:56:33.771615Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and the decision is limited.;
090618.37k.app;https://090618.37k.app/;Review needed;Redirect (37k.app);;2026-09-07T01:56:33.774056Z;30;Screenshot: The website prominently features images of casinos and gambling establishments, indicating a connection to gambling.. Screenshot: The website lacks any direct options for placing bets, depositing money, or playing games online, suggesting it does not facilitate online gambling.;
090618.37appdh.vip;https://090618.37appdh.vip/;Review needed;Redirect (37k.app);;2026-09-07T01:56:33.819535Z;30;Screenshot: The website prominently features images of casinos and gambling establishments, indicating a connection to gambling.. Screenshot: The website lacks any direct options for placing bets, depositing money, or playing games online, suggesting it does not facilitate online gambling.;
090618.37apptz2.cfd;https://090618.37apptz2.cfd/;Review needed;Redirect (37k.app);;2026-09-07T01:56:33.858092Z;30;Screenshot: The website prominently features images of casinos and gambling establishments, indicating a connection to gambling.. Screenshot: The website lacks any direct options for placing bets, depositing money, or playing games online, suggesting it does not facilitate online gambling.;
m.support.login.k03.cc;https://m.support.login.k03.cc/;Illegal gambling;Variant (m.support.k03.cc);;2026-09-07T01:56:39.995932Z;95;Screenshot: The website prominently displays the 'bet365' logo, which is a well-known online gambling platform.. Screenshot: The site shows live sports events with scores and times, indicating betting opportunities.. Screenshot: The bottom banner advertises a promotion where depositing 100 units gets you 100 units free, a common incentive in online gambling.. Screenshot: The presence of multiple sports events with live updates suggests real-time betting features.. Screenshot: The website includes a section for app downloads, typical for platforms offering betting services on mobile devices.;Illegal gambling
73k.bet;https://73k.bet/;Review needed;Variant (70k.bet);;2026-09-07T01:56:54.067139Z;20;Screenshot: The page is blocked by Cloudflare, making the content unavailable and limiting the decision.;
www.gg.8859.app;https://www.gg.8859.app/;Review needed;Variant (www.gg8859.app);;2026-09-07T01:57:00.159665Z;10;URL: The website returns a 502 Bad Gateway error, indicating the content is unavailable and the decision is limited.;
login.verify.ayy.net;https://login.verify.ayy.net/;Not gambling;Variant (login.verify.hayy.net);;2026-09-07T01:57:06.356144Z;95;Screenshot: The page primarily features a search bar and lacks any gambling-related content or actionable betting indicators.. Screenshot: There are no visible elements such as 'place bet', betting slip, 'deposit', 'cashier', or 'play now' buttons.. Screenshot: The site appears to be a general search engine or informational site rather than a gambling site.. URL: The URL structure and content do not suggest any association with online gambling.;
login.verify.hayh.net;https://login.verify.hayh.net/;Not gambling;Variant (login.verify.hayy.net);;2026-09-07T01:57:15.281421Z;95;URL: The domain hayh.net might be for sale. Screenshot: The content is about wellness strategies and lifestyle optimization, not related to online gambling.;
login.verify.account.hayy.net;https://login.verify.account.hayy.net/;Illegal gambling;Variant (login.verify.hayy.net);;2026-09-07T01:57:21.997913Z;95;Screenshot: The website prominently displays a welcome bonus of 2,500 € + 250 free games, which is a common incentive for online gambling.. Screenshot: The presence of a slot machine graphic and the text 'Jetzt beitreten' (Join now) indicates an invitation to participate in gambling activities.. Screenshot: The website includes various game categories such as 'Live-Casino' and 'Jackpot Hunt', which are typical features of online gambling platforms.. Screenshot: The bottom section lists several games with 'Demo' options, suggesting that users can try these games, which is a common feature in online casinos.;Illegal gambling
login.verify.nayy.net;https://login.verify.nayy.net/;Review needed;Variant (login.verify.hayy.net);;2026-09-07T01:57:37.763142Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and thus the decision is limited.;
support.login.verify.hayy.net;https://support.login.verify.hayy.net/;Illegal gambling;Variant (login.verify.hayy.net);;2026-09-07T01:57:44.030395Z;95;Screenshot: The website has a prominent registration form for creating an account, which is a common feature of online gambling sites.. Screenshot: The presence of various casino games listed under 'Top-Spiele in Deutschland' indicates that the site offers gambling activities.. Screenshot: The 'Spielhalle' and 'Sport' tabs suggest that the site offers both casino and sports betting options.. Screenshot: The 'VIP-Bereich' and 'Treueprogramm' tabs imply that the site has a loyalty program for regular users, which is typical for online gambling platforms.;Illegal gambling
i000.net;https://i000.net/;Review needed;Variant (o000.net);;2026-09-07T01:57:58.412117Z;10;Screenshot: The page displays an error message indicating a timeout (ERR_TIMED_OUT), making the content unavailable and thus limiting the decision.;
support.mobile.m.hayy.net;https://support.mobile.m.hayy.net/;Illegal gambling;Variant (support.mobile.hayy.net);;2026-09-07T01:58:04.715101Z;95;Screenshot: The website has a prominent 'Registrieren' (Register) and 'Einloggen' (Login) buttons, indicating user account management for gambling activities.. Screenshot: The presence of various casino games like 'Legacy of Dead', 'Book of Dead', 'Crown Coins', 'Big Bass Splash', and 'Joker Stoker' with options to play, suggesting active gambling features.. Screenshot: The banner advertises 'BIS ZU 1.000 € CASHBACK' (Up to 1,000 € Cashback) and a 'Jetzt beitreten' (Join now) button, indicating financial transactions related to gambling.. Screenshot: The website includes sections like 'Spielhalle' (Game Hall), 'Sport' (Sports), 'Turniere' (Tournaments), and 'VIP-Bereich' (VIP Area), which are typical categories in online gambling platforms.;Illegal gambling
www.secure.k108.vip;https://www.secure.k108.vip/;Review needed;Variant (www.k108.vip);;2026-09-07T01:58:22.977394Z;10;Screenshot: The page displays a 502 Bad Gateway error, indicating that the content is unavailable and the decision is limited.;
www.verify.k108.vip;https://www.verify.k108.vip/;Review needed;Variant (www.k108.vip);;2026-09-07T01:58:29.231298Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and thus the decision is limited.;
www.www.k108.vip;https://www.www.k108.vip/;Review needed;Variant (www.k108.vip);;2026-09-07T01:58:35.498905Z;10;Screenshot: The page displays a 502 Bad Gateway error, indicating the content is unavailable and the decision is limited.. URL: The URL structure does not provide clear indicators of online gambling content.;
www.k107.cc;https://www.k107.cc/;Review needed;Variant (www.k108.vip);;2026-09-07T01:58:42.250724Z;10;Screenshot: The content is blocked and unavailable for viewing, indicating that the decision is limited due to the inability to access the site's content.;
support.account.login.hayy.net;https://support.account.login.hayy.net/;Illegal gambling;Variant (support.account.hayy.net);;2026-09-07T01:58:48.552473Z;95;Screenshot: The website prominently displays a welcome bonus of 2,500 € + 250 free spins, which is a common incentive for online gambling.. Screenshot: The registration form is visible, indicating that users can create accounts to participate in gambling activities.. Screenshot: The presence of game demos such as 'Legacy of Dead' and 'Book of Dead' suggests that the site offers gambling games.. Screenshot: The navigation bar includes options like 'Spielhalle' (casino) and 'Sport' (sports betting), which are typical sections in online gambling platforms.;Illegal gambling
support.account.verify.hayy.net;https://support.account.verify.hayy.net/;Illegal gambling;Variant (support.account.hayy.net);;2026-09-07T01:59:03.995636Z;95;Screenshot: The website prominently displays a 'Willkommensbonus' (welcome bonus) of 2,500 € + 250 FS, which is a common indicator of online gambling sites offering bonuses to new users.. Screenshot: The registration form includes fields for email, password, and currency (EUR), which are typical elements required to create an account on an online gambling platform.. Screenshot: The presence of game titles like 'Legacy of Dead' and 'Book of Oz' with options to play, which are indicative of casino games available on online gambling sites.. Screenshot: The website has a section labeled 'Spielhalle' (casino) and 'Sport', which are categories commonly found on online gambling platforms offering both casino and sports betting options.;Illegal gambling
www.kk15.xyz;https://www.kk15.xyz/;Not gambling;Variant (www.kk10.app);;2026-09-07T01:59:20.712333Z;95;Screenshot: The website provides services related to purchasing social media accounts, specifically focusing on TikTok and other platforms, which is unrelated to online gambling.. Screenshot: The website offers contact information and customer service details, indicating it is an informational and service-based platform rather than a gambling site.. Screenshot: The website's content is focused on guiding users through the process of purchasing social media accounts, with no references to betting, gambling, or placing bets.. Screenshot: The website's primary language is Chinese, and the content is clearly directed towards selling social media accounts, not facilitating online gambling activities.;
m.m.hayh.net;https://m.m.hayh.net/;Not gambling;Variant (m.m.hayy.net);;2026-09-07T01:59:30.816744Z;95;Screenshot: The website content is about wellness strategies and optimizing daily routines, which are unrelated to online gambling.. Screenshot: There are no visible betting or gambling-related elements such as 'place bet', betting slip, 'deposit', 'cashier', or 'play now'.. Screenshot: The site appears to be informational, focusing on lifestyle improvements and workplace perks rather than facilitating gambling activities.;
m.m.login.hayy.net;https://m.m.login.hayy.net/;Illegal gambling;Variant (m.m.hayy.net);;2026-09-07T01:59:39.143319Z;95;Screenshot: The website displays a registration form for users to create an account, which is a common feature of online gambling platforms.. Screenshot: The site offers a welcome bonus of 2,500 € + 250 free spins, which is a typical incentive for users to deposit and gamble on the platform.. Screenshot: The presence of various casino games such as 'Legacy of Dead' and 'Book of Dead' indicates that the site offers gambling activities.. Screenshot: The navigation bar includes options like 'Spielhalle' (casino), 'Sport' (sports betting), and 'Turniere' (tournaments), which are all related to gambling activities.. Screenshot: The site has a 'VIP-Bereich' (VIP area) and a 'Treueprogramm' (loyalty program), which are common features in online gambling platforms to reward frequent users.;Illegal gambling
m.m.verify.hayy.net;https://m.m.verify.hayy.net/;Illegal gambling;Variant (m.m.hayy.net);;2026-09-07T01:59:56.571491Z;95;Screenshot: The website prominently displays a welcome bonus of 2,500 € + 250 free spins, which is a common incentive for online gambling.. Screenshot: The registration form is visible, indicating that users can create accounts to participate in gambling activities.. Screenshot: The presence of game demos such as 'Legacy of Dead' and 'Book of Dead' suggests available gambling games.. Screenshot: The website includes options for sports betting and various gambling-related sections like 'Spielhalle' (arcade) and 'Turniere' (tournaments).. Screenshot: The website has a 'VIP-Bereich' (VIP area) and a loyalty program, which are typical features of online gambling sites to retain players.;Illegal gambling
m.login.ayy.net;https://m.login.ayy.net/;Not gambling;Variant (m.login.hayy.net);;2026-09-07T02:00:13.153437Z;95;Screenshot: The page shows a search interface with no gambling-related content or actionable betting options.. Screenshot: There are no visible elements related to placing bets, depositing money, or playing games.. Screenshot: The site appears to be a general search engine or informational site, lacking any gambling-specific UI.;
20k.bet;https://20k.bet/;Illegal gambling;Variant (22k.club);;2026-09-07T02:00:21.043739Z;95;URL: The URL contains '.bet', which is a top-level domain commonly associated with online gambling sites.. Screenshot: The text on the screenshot mentions 'Hiburan Olahraga dan Kasino Dewasa Indonesia', indicating sports and casino entertainment for adults in Indonesia.. Screenshot: The text explicitly mentions 'hiburan bergaya kasino melalui ponsel', which translates to 'casino-style entertainment via mobile', suggesting mobile casino games.. Screenshot: There are buttons labeled 'Daftar untuk Dewasa' and 'Masuk ke Akun', which translate to 'Register for Adults' and 'Login to Account', indicating user registration and login options for accessing gambling services.. Screenshot: The text mentions 'Bermain Bertanggung Jawab agar aktivitas tetap berada dalam konteks hiburan', which translates to 'Responsible Gaming to ensure activities remain within the context of entertainment', a common phrase used in online gambling platforms to promote responsible gambling.;Illegal gambling
20k.cc;https://20k.cc/;Review needed;Variant (22k.club);;2026-09-07T02:00:40.489440Z;10;Screenshot: The content is unavailable due to the website being overloaded, as indicated by the message in Chinese.. Screenshot: The page lacks any actionable betting or gambling UI elements such as 'place bet', betting slip, 'deposit', 'cashier', or 'play now'.;
m27.app;https://m27.app/;Illegal gambling;Variant (m02.app);;2026-09-07T02:00:48.222296Z;95;Screenshot: The website prominently features options for live casino, slot lobby, and sportsbook, which are clear indicators of online gambling activities.. Screenshot: The site mentions payment methods like MoMo, ZaloPay, VNPay, and ViettelPay, which are commonly used for financial transactions in online gambling.. Screenshot: The presence of buttons labeled 'Mở tài khoản' (Open Account) and 'Đăng nhập' (Login) suggests user interaction typical of online gambling platforms.. Screenshot: The footer contains links to various gambling-related pages, such as 'Cách chơi game' (How to play the game) and 'RTP theo danh muc game trực tuyến' (RTP by game category online), further indicating the site's focus on gambling.;Illegal gambling
n02.app;https://n02.app/;Illegal gambling;Variant (m02.app);;2026-09-07T02:01:03.111194Z;95;Screenshot: The website prominently features a 'Đăng ký ngay' (Sign up now) button, which is a common call-to-action in online gambling platforms.. Screenshot: The text mentions 'Game Bài Đôi Thường, Baccarat, và Xò Sở Online', which are specific types of online gambling games.. Screenshot: The presence of a 'Live Casino' section indicates real-time gambling activities.. Screenshot: The website includes options for 'Thanh toán nhanh' (Fast payment), which is relevant for depositing money in online gambling.;Illegal gambling
pg546.cc;https://pg546.cc/;Review needed;Variant (pg549.cc);;2026-09-07T02:01:16.731430Z;10;Screenshot: The web server is returning an unknown error (Error code 520), indicating the content is unavailable and therefore the decision is limited.;
m.hah.xyz;https://m.hah.xyz/;Review needed;Variant (m.hahy.net);;2026-09-07T02:01:23.324620Z;10;URL: The website returns a 502 Bad Gateway error, indicating content is unavailable and the decision is limited.;
secure.m.login.hayy.net;https://secure.m.login.hayy.net/;Illegal gambling;Variant (m.login.hayy.net);;2026-09-07T02:01:29.507918Z;95;Screenshot: The website prominently displays a welcome bonus of 2,500 € + 250 free games, which is a common incentive for online gambling.. Screenshot: The presence of a 'Jetzt beitreten' (Join Now) button indicates an actionable step for users to participate in gambling activities.. Screenshot: The website features various casino games such as 'Legacy of Dead', 'Book of Dead', and 'Big Bass Splash', which are typical offerings in online gambling platforms.. Screenshot: The URL contains 'casino', which is a strong indicator of online gambling content.;Illegal gambling
m.haby.net;https://m.haby.net/;Review needed;Variant (m.hahy.net);;2026-09-07T02:01:44.805962Z;10;URL: The website is showing a 502 Bad Gateway error, indicating that the content is unavailable, and therefore the decision is limited.;
pg548.cc;https://pg548.cc/;Illegal gambling;Variant (pg549.cc);;2026-09-07T02:01:51.153605Z;95;Screenshot: The website displays various gambling games such as slots with titles like 'Manong Ways', 'Queen of Bounty', and others, indicating online gambling activities.. Screenshot: The presence of a button labeled '存取款方便' (Convenient Deposit and Withdrawal) suggests financial transactions related to gambling.. Screenshot: User reviews and ratings for gambling entertainment, implying active user engagement in gambling activities.;Illegal gambling
pg551.com;https://pg551.com/;Illegal gambling;Variant (pg549.cc);;2026-09-07T02:02:03.615857Z;95;Screenshot: The button at the bottom of the screenshot says '进入游戏', which translates to 'Enter the Game', a common indicator of online gambling platforms.. Screenshot: The website features various promotional banners and announcements typical of online gambling sites, such as '免费抽8888' which translates to 'Free draw 8888', indicating gambling activities.. Screenshot: The presence of a 'VIP' section and other gambling-related terminology in the navigation bar further supports the classification of the site as an online gambling platform.;Illegal gambling
pg546.top;https://pg546.top/;Illegal gambling;Variant (pg549.cc);;2026-09-07T02:02:16.629045Z;95;Screenshot: The website prominently displays a banner with the text '注册送100送100', which translates to 'Register Get 100 Get 100', indicating a promotional offer for new users, a common practice in online gambling sites.. Screenshot: The presence of various game icons and thumbnails, such as slots and other casino games, suggests the availability of gambling activities.. Screenshot: The section labeled '热门游戏' (Popular Games) includes games that are typically associated with online gambling, further supporting the classification.. Screenshot: The '体育竞赛' (Sports Competition) section indicates the presence of sports betting options, a key feature of online gambling platforms.;Illegal gambling
pg547.top;https://pg547.top/;Illegal gambling;Variant (pg549.cc);;2026-09-07T02:02:31.847175Z;95;Screenshot: The website prominently displays a banner with the text '注册送200 存值100送100', which translates to 'Sign up for 200, deposit 100 get 100', indicating a promotion related to deposits and bonuses, typical in online gambling sites.. Screenshot: The presence of various game icons and thumbnails, such as '21点' (21 points), '百家乐' (Baccarat), and other casino games, which are commonly associated with online gambling platforms.. Screenshot: The section labeled '热门游戏' (Popular Games) includes games like '德州扑克' (Texas Poker) and other games that are typically found on online gambling sites.. Screenshot: The '体育赛事' (Sports Events) section with options to bet on sports events, further indicating the site's focus on gambling activities.;Illegal gambling
cc037.top;https://cc037.top/?agentCode=8hh8g8;Illegal gambling;Redirect (pg546.top);;2026-09-07T02:02:31.851299Z;95;Screenshot: The website prominently displays a banner with the text '注册送100送100', which translates to 'Register Get 100 Get 100', indicating a promotional offer for new users, a common practice in online gambling sites.. Screenshot: The presence of various game icons and thumbnails, such as slots and other casino games, suggests the availability of gambling activities.. Screenshot: The section labeled '热门游戏' (Popular Games) includes games that are typically associated with online gambling, further supporting the classification.. Screenshot: The '体育竞赛' (Sports Competition) section indicates the presence of sports betting options, a key feature of online gambling platforms.;Illegal gambling
